"id","name","season_id","no_of_games_played"
77,Arthur L. Williams Stadium,2018,6
77,Arthur L. Williams Stadium,2019,6
77,Arthur L. Williams Stadium,2020,6
77,Arthur L. Williams Stadium,2021,6
77,Arthur L. Williams Stadium,2022,6
77,Arthur L. Williams Stadium,2023,8
263,Arute Field,2022,5
263,Arute Field,2023,5
232,ASU Football Stadium,2019,1
232,ASU Football Stadium,2022,6
232,ASU Football Stadium,2023,5
14,AT&T Stadium,2009,9
14,AT&T Stadium,2010,9
14,AT&T Stadium,2011,8
14,AT&T Stadium,2012,8
14,AT&T Stadium,2013,10
14,AT&T Stadium,2014,17
14,AT&T Stadium,2015,14
14,AT&T Stadium,2016,15
14,AT&T Stadium,2017,15
14,AT&T Stadium,2018,16
14,AT&T Stadium,2019,14
14,AT&T Stadium,2020,11
14,AT&T Stadium,2021,16
14,AT&T Stadium,2022,12
14,AT&T Stadium,2023,14
200,Audi Field,2020,5
200,Audi Field,2023,7
200,Audi Field,2024,10
78,Autzen Stadium,2011,8
78,Autzen Stadium,2012,8
78,Autzen Stadium,2013,8
78,Autzen Stadium,2014,7
78,Autzen Stadium,2015,7
78,Autzen Stadium,2016,6
78,Autzen Stadium,2017,7
78,Autzen Stadium,2018,7
78,Autzen Stadium,2019,7
78,Autzen Stadium,2020,2
78,Autzen Stadium,2021,7
78,Autzen Stadium,2022,6
78,Autzen Stadium,2023,7
195,Aviva Stadium,2016,1
195,Aviva Stadium,2022,1
195,Aviva Stadium,2023,1
251,A.W. Mumford Stadium,2022,5
251,A.W. Mumford Stadium,2023,6
79,Bagwell Field at Dowdy–Ficklen Stadium,2011,6
79,Bagwell Field at Dowdy–Ficklen Stadium,2012,6
79,Bagwell Field at Dowdy–Ficklen Stadium,2013,7
79,Bagwell Field at Dowdy–Ficklen Stadium,2014,6
79,Bagwell Field at Dowdy–Ficklen Stadium,2015,6
79,Bagwell Field at Dowdy–Ficklen Stadium,2016,6
79,Bagwell Field at Dowdy–Ficklen Stadium,2017,7
79,Bagwell Field at Dowdy–Ficklen Stadium,2018,7
79,Bagwell Field at Dowdy–Ficklen Stadium,2019,6
79,Bagwell Field at Dowdy–Ficklen Stadium,2020,4
79,Bagwell Field at Dowdy–Ficklen Stadium,2021,6
79,Bagwell Field at Dowdy–Ficklen Stadium,2022,7
79,Bagwell Field at Dowdy–Ficklen Stadium,2023,6
308,Bailey Memorial Stadium,2022,5
308,Bailey Memorial Stadium,2023,5
8,Bank of America Stadium,2005,8
8,Bank of America Stadium,2006,8
8,Bank of America Stadium,2007,8
8,Bank of America Stadium,2008,9
8,Bank of America Stadium,2009,8
8,Bank of America Stadium,2010,8
8,Bank of America Stadium,2011,8
8,Bank of America Stadium,2012,8
8,Bank of America Stadium,2013,11
8,Bank of America Stadium,2014,13
8,Bank of America Stadium,2015,15
8,Bank of America Stadium,2016,11
8,Bank of America Stadium,2017,13
8,Bank of America Stadium,2018,13
8,Bank of America Stadium,2019,13
8,Bank of America Stadium,2020,10
8,Bank of America Stadium,2021,14
8,Bank of America Stadium,2022,13
8,Bank of America Stadium,2023,13
262,Barker Lane Stadium,2022,5
262,Barker Lane Stadium,2023,4
220,BB&T Stadium,2019,5
349,BC Place,2022,11
349,BC Place,2023,11
81,Beaver Stadium,2011,7
81,Beaver Stadium,2012,7
81,Beaver Stadium,2013,8
81,Beaver Stadium,2014,7
81,Beaver Stadium,2015,7
81,Beaver Stadium,2016,7
81,Beaver Stadium,2017,7
81,Beaver Stadium,2018,7
81,Beaver Stadium,2019,7
81,Beaver Stadium,2020,5
81,Beaver Stadium,2021,7
81,Beaver Stadium,2022,7
81,Beaver Stadium,2023,7
224,Beirne Stadium,2019,1
224,Beirne Stadium,2022,4
224,Beirne Stadium,2023,5
172,Ben Hill Griffin Stadium,2006,1
172,Ben Hill Griffin Stadium,2011,8
172,Ben Hill Griffin Stadium,2012,7
172,Ben Hill Griffin Stadium,2013,6
172,Ben Hill Griffin Stadium,2014,7
172,Ben Hill Griffin Stadium,2015,7
172,Ben Hill Griffin Stadium,2016,5
172,Ben Hill Griffin Stadium,2017,7
172,Ben Hill Griffin Stadium,2018,7
172,Ben Hill Griffin Stadium,2019,6
172,Ben Hill Griffin Stadium,2020,5
172,Ben Hill Griffin Stadium,2021,6
172,Ben Hill Griffin Stadium,2022,7
172,Ben Hill Griffin Stadium,2023,6
82,Benson Field at Yulman Stadium,2011,6
82,Benson Field at Yulman Stadium,2012,6
82,Benson Field at Yulman Stadium,2013,6
82,Benson Field at Yulman Stadium,2014,6
82,Benson Field at Yulman Stadium,2015,6
82,Benson Field at Yulman Stadium,2016,6
82,Benson Field at Yulman Stadium,2017,6
82,Benson Field at Yulman Stadium,2018,6
82,Benson Field at Yulman Stadium,2019,6
82,Benson Field at Yulman Stadium,2020,5
82,Benson Field at Yulman Stadium,2021,6
82,Benson Field at Yulman Stadium,2022,9
82,Benson Field at Yulman Stadium,2023,9
290,Bethpage Federal Credit Union Stadium,2022,5
290,Bethpage Federal Credit Union Stadium,2023,4
83,Bill Snyder Family Football Stadium,2011,7
83,Bill Snyder Family Football Stadium,2012,7
83,Bill Snyder Family Football Stadium,2013,9
83,Bill Snyder Family Football Stadium,2014,7
83,Bill Snyder Family Football Stadium,2015,7
83,Bill Snyder Family Football Stadium,2016,6
83,Bill Snyder Family Football Stadium,2017,7
83,Bill Snyder Family Football Stadium,2018,7
83,Bill Snyder Family Football Stadium,2019,7
83,Bill Snyder Family Football Stadium,2020,5
83,Bill Snyder Family Football Stadium,2021,7
83,Bill Snyder Family Football Stadium,2022,7
83,Bill Snyder Family Football Stadium,2023,7
353,BMO Field,2022,10
353,BMO Field,2023,10
85,Bobby Bowden Field at Doak S. Campbell Stadium,2011,8
85,Bobby Bowden Field at Doak S. Campbell Stadium,2012,9
85,Bobby Bowden Field at Doak S. Campbell Stadium,2013,9
85,Bobby Bowden Field at Doak S. Campbell Stadium,2014,7
85,Bobby Bowden Field at Doak S. Campbell Stadium,2015,7
85,Bobby Bowden Field at Doak S. Campbell Stadium,2016,6
85,Bobby Bowden Field at Doak S. Campbell Stadium,2017,6
85,Bobby Bowden Field at Doak S. Campbell Stadium,2018,7
85,Bobby Bowden Field at Doak S. Campbell Stadium,2019,7
85,Bobby Bowden Field at Doak S. Campbell Stadium,2020,5
85,Bobby Bowden Field at Doak S. Campbell Stadium,2021,7
85,Bobby Bowden Field at Doak S. Campbell Stadium,2022,7
85,Bobby Bowden Field at Doak S. Campbell Stadium,2023,6
86,Bobby Dodd Stadium at Historic Grant Field,2006,1
86,Bobby Dodd Stadium at Historic Grant Field,2011,7
86,Bobby Dodd Stadium at Historic Grant Field,2012,8
86,Bobby Dodd Stadium at Historic Grant Field,2013,7
86,Bobby Dodd Stadium at Historic Grant Field,2014,6
86,Bobby Dodd Stadium at Historic Grant Field,2015,7
86,Bobby Dodd Stadium at Historic Grant Field,2016,7
86,Bobby Dodd Stadium at Historic Grant Field,2017,6
86,Bobby Dodd Stadium at Historic Grant Field,2018,6
86,Bobby Dodd Stadium at Historic Grant Field,2019,7
86,Bobby Dodd Stadium at Historic Grant Field,2020,6
86,Bobby Dodd Stadium at Historic Grant Field,2021,6
86,Bobby Dodd Stadium at Historic Grant Field,2022,5
86,Bobby Dodd Stadium at Historic Grant Field,2023,6
299,Bobcat Stadium (Montana State),2022,8
299,Bobcat Stadium (Montana State),2023,7
123,Bobcat Stadium (Texas State),2012,6
123,Bobcat Stadium (Texas State),2013,6
123,Bobcat Stadium (Texas State),2014,6
123,Bobcat Stadium (Texas State),2015,6
123,Bobcat Stadium (Texas State),2016,6
123,Bobcat Stadium (Texas State),2017,6
123,Bobcat Stadium (Texas State),2018,6
123,Bobcat Stadium (Texas State),2019,6
123,Bobcat Stadium (Texas State),2020,6
123,Bobcat Stadium (Texas State),2021,6
123,Bobcat Stadium (Texas State),2022,6
123,Bobcat Stadium (Texas State),2023,6
256,Bob Ford Field at Tom & Mary Casey Stadium,2022,5
256,Bob Ford Field at Tom & Mary Casey Stadium,2023,6
87,Boone Pickens Stadium,2005,1
87,Boone Pickens Stadium,2011,7
87,Boone Pickens Stadium,2012,8
87,Boone Pickens Stadium,2013,7
87,Boone Pickens Stadium,2014,6
87,Boone Pickens Stadium,2015,7
87,Boone Pickens Stadium,2016,7
87,Boone Pickens Stadium,2017,6
87,Boone Pickens Stadium,2018,7
87,Boone Pickens Stadium,2019,6
87,Boone Pickens Stadium,2020,5
87,Boone Pickens Stadium,2021,7
87,Boone Pickens Stadium,2022,7
87,Boone Pickens Stadium,2023,7
218,Bragg Memorial Stadium,2019,2
218,Bragg Memorial Stadium,2022,5
218,Bragg Memorial Stadium,2023,5
302,Braly Municipal Stadium,2022,4
302,Braly Municipal Stadium,2023,5
247,Bridgeforth Stadium,2022,6
247,Bridgeforth Stadium,2023,6
88,Brigham Field at Huskie Stadium (NIU),2011,9
88,Brigham Field at Huskie Stadium (NIU),2012,8
88,Brigham Field at Huskie Stadium (NIU),2013,5
88,Brigham Field at Huskie Stadium (NIU),2014,5
88,Brigham Field at Huskie Stadium (NIU),2015,6
88,Brigham Field at Huskie Stadium (NIU),2016,5
88,Brigham Field at Huskie Stadium (NIU),2017,6
88,Brigham Field at Huskie Stadium (NIU),2018,5
88,Brigham Field at Huskie Stadium (NIU),2019,5
88,Brigham Field at Huskie Stadium (NIU),2020,3
88,Brigham Field at Huskie Stadium (NIU),2021,6
88,Brigham Field at Huskie Stadium (NIU),2022,6
88,Brigham Field at Huskie Stadium (NIU),2023,6
196,Bristol Motor Speedway,2016,1
89,Brooks Field at Wallace Wade Stadium,2011,7
89,Brooks Field at Wallace Wade Stadium,2012,7
89,Brooks Field at Wallace Wade Stadium,2013,7
89,Brooks Field at Wallace Wade Stadium,2014,7
89,Brooks Field at Wallace Wade Stadium,2015,6
89,Brooks Field at Wallace Wade Stadium,2016,6
89,Brooks Field at Wallace Wade Stadium,2017,7
89,Brooks Field at Wallace Wade Stadium,2018,6
89,Brooks Field at Wallace Wade Stadium,2019,6
89,Brooks Field at Wallace Wade Stadium,2020,5
89,Brooks Field at Wallace Wade Stadium,2021,7
89,Brooks Field at Wallace Wade Stadium,2022,6
89,Brooks Field at Wallace Wade Stadium,2023,7
90,Brooks Stadium,2016,8
90,Brooks Stadium,2017,6
90,Brooks Stadium,2018,6
90,Brooks Stadium,2019,6
90,Brooks Stadium,2020,7
90,Brooks Stadium,2021,8
90,Brooks Stadium,2022,8
90,Brooks Stadium,2023,7
333,Brown Field,2022,5
333,Brown Field,2023,5
226,Brown Stadium,2019,2
226,Brown Stadium,2022,5
226,Brown Stadium,2023,5
91,Bryant–Denny Stadium,2011,8
91,Bryant–Denny Stadium,2012,10
91,Bryant–Denny Stadium,2013,8
91,Bryant–Denny Stadium,2014,7
91,Bryant–Denny Stadium,2015,7
91,Bryant–Denny Stadium,2016,7
91,Bryant–Denny Stadium,2017,7
91,Bryant–Denny Stadium,2018,7
91,Bryant–Denny Stadium,2019,7
91,Bryant–Denny Stadium,2020,5
91,Bryant–Denny Stadium,2021,7
91,Bryant–Denny Stadium,2022,7
91,Bryant–Denny Stadium,2023,7
221,Buccaneer Field,2019,1
221,Buccaneer Field,2022,4
221,Buccaneer Field,2023,6
261,Bud and Jackie Sellick Bowl,2022,6
261,Bud and Jackie Sellick Bowl,2023,6
32,Caesers Superdome,1996,1
32,Caesers Superdome,2001,1
32,Caesers Superdome,2006,10
32,Caesers Superdome,2007,8
32,Caesers Superdome,2008,7
32,Caesers Superdome,2009,10
32,Caesers Superdome,2010,8
32,Caesers Superdome,2011,9
32,Caesers Superdome,2012,9
32,Caesers Superdome,2013,10
32,Caesers Superdome,2014,12
32,Caesers Superdome,2015,12
32,Caesers Superdome,2016,12
32,Caesers Superdome,2017,14
32,Caesers Superdome,2018,14
32,Caesers Superdome,2019,15
32,Caesers Superdome,2020,12
32,Caesers Superdome,2021,11
32,Caesers Superdome,2022,13
32,Caesers Superdome,2023,12
93,Cajun Field,2011,6
93,Cajun Field,2012,7
93,Cajun Field,2013,6
93,Cajun Field,2014,6
93,Cajun Field,2015,6
93,Cajun Field,2016,6
93,Cajun Field,2017,5
93,Cajun Field,2018,6
93,Cajun Field,2019,6
93,Cajun Field,2020,4
93,Cajun Field,2021,7
93,Cajun Field,2022,6
93,Cajun Field,2023,6
94,California Memorial Stadium,2011,6
94,California Memorial Stadium,2012,7
94,California Memorial Stadium,2013,7
94,California Memorial Stadium,2014,7
94,California Memorial Stadium,2015,6
94,California Memorial Stadium,2016,6
94,California Memorial Stadium,2017,6
94,California Memorial Stadium,2018,7
94,California Memorial Stadium,2019,6
94,California Memorial Stadium,2020,2
94,California Memorial Stadium,2021,6
94,California Memorial Stadium,2022,7
94,California Memorial Stadium,2023,6
63,Camping World Stadium,2014,2
63,Camping World Stadium,2015,3
63,Camping World Stadium,2016,6
63,Camping World Stadium,2017,3
63,Camping World Stadium,2018,4
63,Camping World Stadium,2019,3
63,Camping World Stadium,2020,3
63,Camping World Stadium,2021,2
63,Camping World Stadium,2022,3
63,Camping World Stadium,2023,9
95,Camp Randall Stadium,2011,9
95,Camp Randall Stadium,2012,8
95,Camp Randall Stadium,2013,7
95,Camp Randall Stadium,2014,7
95,Camp Randall Stadium,2015,7
95,Camp Randall Stadium,2016,6
95,Camp Randall Stadium,2017,7
95,Camp Randall Stadium,2018,7
95,Camp Randall Stadium,2019,7
95,Camp Randall Stadium,2020,3
95,Camp Randall Stadium,2021,7
95,Camp Randall Stadium,2022,7
95,Camp Randall Stadium,2023,7
314,Campus Field,2022,5
314,Campus Field,2023,5
44,Candlestick Park,2005,8
44,Candlestick Park,2006,8
44,Candlestick Park,2007,8
44,Candlestick Park,2008,8
44,Candlestick Park,2009,8
44,Candlestick Park,2010,7
44,Candlestick Park,2011,10
44,Candlestick Park,2012,9
44,Candlestick Park,2013,10
169,Canvas Stadium,2011,6
169,Canvas Stadium,2012,7
169,Canvas Stadium,2013,7
169,Canvas Stadium,2014,6
169,Canvas Stadium,2015,6
169,Canvas Stadium,2016,6
169,Canvas Stadium,2017,6
169,Canvas Stadium,2018,6
169,Canvas Stadium,2019,6
169,Canvas Stadium,2020,1
169,Canvas Stadium,2021,6
169,Canvas Stadium,2022,6
169,Canvas Stadium,2023,6
97,Cardinal Stadium,2011,6
97,Cardinal Stadium,2012,8
97,Cardinal Stadium,2013,8
97,Cardinal Stadium,2014,6
97,Cardinal Stadium,2015,6
97,Cardinal Stadium,2016,6
97,Cardinal Stadium,2017,6
97,Cardinal Stadium,2018,7
97,Cardinal Stadium,2019,6
97,Cardinal Stadium,2020,6
97,Cardinal Stadium,2021,7
97,Cardinal Stadium,2022,6
97,Cardinal Stadium,2023,7
180,Carter-Finley Stadium,2011,8
180,Carter-Finley Stadium,2012,6
180,Carter-Finley Stadium,2013,8
180,Carter-Finley Stadium,2014,7
180,Carter-Finley Stadium,2015,6
180,Carter-Finley Stadium,2016,7
180,Carter-Finley Stadium,2017,6
180,Carter-Finley Stadium,2018,8
180,Carter-Finley Stadium,2019,7
180,Carter-Finley Stadium,2020,6
180,Carter-Finley Stadium,2021,7
180,Carter-Finley Stadium,2022,7
180,Carter-Finley Stadium,2023,7
357,Cashman Field,2023,5
101,CEFCU Stadium,2011,5
101,CEFCU Stadium,2012,7
101,CEFCU Stadium,2013,6
101,CEFCU Stadium,2014,5
101,CEFCU Stadium,2015,6
101,CEFCU Stadium,2016,6
101,CEFCU Stadium,2017,6
101,CEFCU Stadium,2018,5
101,CEFCU Stadium,2019,6
101,CEFCU Stadium,2020,3
101,CEFCU Stadium,2021,6
101,CEFCU Stadium,2022,6
101,CEFCU Stadium,2023,6
102,Centennial Bank Stadium,2011,6
102,Centennial Bank Stadium,2012,7
102,Centennial Bank Stadium,2013,7
102,Centennial Bank Stadium,2014,6
102,Centennial Bank Stadium,2015,6
102,Centennial Bank Stadium,2016,6
102,Centennial Bank Stadium,2017,6
102,Centennial Bank Stadium,2018,6
102,Centennial Bank Stadium,2019,6
102,Centennial Bank Stadium,2020,5
102,Centennial Bank Stadium,2021,6
102,Centennial Bank Stadium,2022,6
102,Centennial Bank Stadium,2023,6
58,Center Parc Stadium,2012,1
58,Center Parc Stadium,2013,7
58,Center Parc Stadium,2014,6
58,Center Parc Stadium,2015,6
58,Center Parc Stadium,2016,6
58,Center Parc Stadium,2017,5
58,Center Parc Stadium,2018,6
58,Center Parc Stadium,2019,6
58,Center Parc Stadium,2020,5
58,Center Parc Stadium,2021,6
58,Center Parc Stadium,2022,7
58,Center Parc Stadium,2023,7
187,Chase Field,2015,1
187,Chase Field,2016,1
187,Chase Field,2017,1
187,Chase Field,2018,1
187,Chase Field,2019,1
187,Chase Field,2021,1
187,Chase Field,2022,1
187,Chase Field,2023,1
344,Choctaw Stadium,2023,5
344,Choctaw Stadium,2024,10
260,Christy Mathewson Memorial Stadium,2022,5
260,Christy Mathewson Memorial Stadium,2023,5
242,Clarence T.C. Ching Athletics Complex,2021,6
242,Clarence T.C. Ching Athletics Complex,2022,8
242,Clarence T.C. Ching Athletics Complex,2023,8
13,Cleveland Browns Stadium,2005,8
13,Cleveland Browns Stadium,2006,8
13,Cleveland Browns Stadium,2007,8
13,Cleveland Browns Stadium,2008,8
13,Cleveland Browns Stadium,2009,8
13,Cleveland Browns Stadium,2010,8
13,Cleveland Browns Stadium,2011,8
13,Cleveland Browns Stadium,2012,8
13,Cleveland Browns Stadium,2013,10
13,Cleveland Browns Stadium,2014,10
13,Cleveland Browns Stadium,2015,10
13,Cleveland Browns Stadium,2016,10
13,Cleveland Browns Stadium,2017,9
13,Cleveland Browns Stadium,2018,10
13,Cleveland Browns Stadium,2019,10
13,Cleveland Browns Stadium,2020,8
13,Cleveland Browns Stadium,2021,10
13,Cleveland Browns Stadium,2022,10
13,Cleveland Browns Stadium,2023,10
278,Coffey Field,2022,5
278,Coffey Field,2023,5
352,Commonwealth Stadium,2022,10
352,Commonwealth Stadium,2023,20
280,Cooper Field,2022,6
280,Cooper Field,2023,6
186,Cotton Bowl Stadium,2004,1
186,Cotton Bowl Stadium,2005,1
186,Cotton Bowl Stadium,2014,2
186,Cotton Bowl Stadium,2015,2
186,Cotton Bowl Stadium,2016,3
186,Cotton Bowl Stadium,2017,2
186,Cotton Bowl Stadium,2018,2
186,Cotton Bowl Stadium,2019,1
186,Cotton Bowl Stadium,2020,1
186,Cotton Bowl Stadium,2021,1
186,Cotton Bowl Stadium,2022,3
186,Cotton Bowl Stadium,2023,2
231,Cowboy Stadium (McNeese State),2019,1
231,Cowboy Stadium (McNeese State),2022,5
231,Cowboy Stadium (McNeese State),2023,5
183,Cramton Bowl,2014,1
183,Cramton Bowl,2015,1
183,Cramton Bowl,2016,1
183,Cramton Bowl,2017,1
183,Cramton Bowl,2018,1
183,Cramton Bowl,2019,1
183,Cramton Bowl,2020,3
183,Cramton Bowl,2021,2
183,Cramton Bowl,2022,2
183,Cramton Bowl,2023,2
193,Croke Park,2014,1
316,DakotaDome,2022,5
316,DakotaDome,2023,8
317,Dana J. Dykhouse Stadium,2022,9
317,Dana J. Dykhouse Stadium,2023,9
103,Darrell K Royal–Texas Memorial Stadium,2004,6
103,Darrell K Royal–Texas Memorial Stadium,2005,5
103,Darrell K Royal–Texas Memorial Stadium,2011,7
103,Darrell K Royal–Texas Memorial Stadium,2012,7
103,Darrell K Royal–Texas Memorial Stadium,2013,7
103,Darrell K Royal–Texas Memorial Stadium,2014,6
103,Darrell K Royal–Texas Memorial Stadium,2015,6
103,Darrell K Royal–Texas Memorial Stadium,2016,6
103,Darrell K Royal–Texas Memorial Stadium,2017,6
103,Darrell K Royal–Texas Memorial Stadium,2018,6
103,Darrell K Royal–Texas Memorial Stadium,2019,6
103,Darrell K Royal–Texas Memorial Stadium,2020,5
103,Darrell K Royal–Texas Memorial Stadium,2021,6
103,Darrell K Royal–Texas Memorial Stadium,2022,7
103,Darrell K Royal–Texas Memorial Stadium,2023,6
104,David Booth Kansas Memorial Stadium,2004,1
104,David Booth Kansas Memorial Stadium,2011,6
104,David Booth Kansas Memorial Stadium,2012,6
104,David Booth Kansas Memorial Stadium,2013,7
104,David Booth Kansas Memorial Stadium,2014,6
104,David Booth Kansas Memorial Stadium,2015,7
104,David Booth Kansas Memorial Stadium,2016,6
104,David Booth Kansas Memorial Stadium,2017,7
104,David Booth Kansas Memorial Stadium,2018,6
104,David Booth Kansas Memorial Stadium,2019,7
104,David Booth Kansas Memorial Stadium,2020,4
104,David Booth Kansas Memorial Stadium,2021,6
104,David Booth Kansas Memorial Stadium,2022,6
104,David Booth Kansas Memorial Stadium,2023,7
105,Davis Wade Stadium at Scott Field,2011,7
